anchorTs,anchorDtUtc,episodes,meanSimilarity,bestThr,bestExpectedOverall,bestCoverage,avgSuggested,avgSuggestedIfConf
1761071713553,2025-10-21 18:35,200,0.8934739999999999,0.8706,6.167144499999999,1.0,6.167144499999999,2.109074
1761106389138,2025-10-22 04:13,200,0.8515785,0.8257,7.1648735000000014,1.0,7.1648735000000014,0.2913545
1761141064724,2025-10-22 13:51,200,0.8630845,0.8407,5.561275499999999,1.0,5.561275499999999,0.46031700000000003
1761175740309,2025-10-22 23:29,200,0.8943000000000001,0.875,4.793016,1.0,4.793016,1.204842
1761210415894,2025-10-23 09:06,200,0.9105814999999999,0.8937,4.853362000000001,1.0,4.853362000000001,3.624234
1761245091480,2025-10-23 18:44,200,0.940054,0.9322,8.195349499999999,1.0,8.195349499999999,8.195349499999999
1761279767065,2025-10-24 04:22,200,0.9488460000000001,0.9435,8.043539,1.0,8.043539,8.043539
1761314442650,2025-10-24 14:00,200,0.9478059999999999,0.9415,8.4431635,1.0,8.4431635,8.4431635
1761349118235,2025-10-24 23:38,200,0.9077745000000002,0.8981,7.1231575,1.0,7.1231575,5.681643
1761383793821,2025-10-25 09:16,199,0.883293969849246,0.8715,6.406818090452262,1.0,6.406818090452262,0.8130603015075377
1761418469406,2025-10-25 18:54,200,0.898609,0.8862,6.651433,1.0,6.651433,2.5122649999999997
1761453144991,2025-10-26 04:32,200,0.949401,0.9431,5.0107445,1.0,5.0107445,5.0107445
1761487820577,2025-10-26 14:10,200,0.958905,0.9493,9.174877,1.0,9.174877,9.174877
1761522496162,2025-10-26 23:48,200,0.975507,0.9703,8.9450535,1.0,8.9450535,8.9450535
1761557171747,2025-10-27 09:26,200,0.9794729999999998,0.975,9.3329595,1.0,9.3329595,9.3329595
1761591847332,2025-10-27 19:04,200,0.9709045000000001,0.9661,6.5739754999999995,1.0,6.5739754999999995,6.5739754999999995
1761626522918,2025-10-28 04:42,200,0.929836,0.9157,5.958426499999999,1.0,5.958426499999999,5.958426499999999
1761661198503,2025-10-28 14:19,200,0.8994960000000001,0.8888,5.776489999999999,1.0,5.776489999999999,2.214556
1761695874088,2025-10-28 23:57,200,0.889281,0.8723,9.671161000000001,1.0,9.671161000000001,1.93779
1761730549674,2025-10-29 09:35,200,0.923632,0.9129,6.794549999999999,1.0,6.794549999999999,6.794549999999999
1761765225259,2025-10-29 19:13,200,0.9411255,0.9315,9.288899,1.0,9.288899,9.288899
1761799900844,2025-10-30 04:51,200,0.949821,0.9415,9.841438,1.0,9.841438,9.841438
1761834576429,2025-10-30 14:29,200,0.951303,0.9443,12.966658,1.0,12.966658,12.966658
1761869252015,2025-10-31 00:07,200,0.956301,0.9514,9.315905,1.0,9.315905,9.315905
1761903927600,2025-10-31 09:45,200,0.91499,0.9037,6.518252000000001,1.0,6.518252000000001,6.518252000000001
1761938603185,2025-10-31 19:23,200,0.8824015,0.8645,4.5622085,1.0,4.5622085,0.7056864999999999
1761973278771,2025-11-01 05:01,200,0.942337,0.9357,5.214933000000001,1.0,5.214933000000001,5.214933000000001
1762007954356,2025-11-01 14:39,200,0.8208699999999999,0.8068,5.738205000000001,1.0,5.738205000000001,0.0
1762042629941,2025-11-02 00:17,200,0.8179805,0.8004,5.70927,1.0,5.70927,0.0
1762077305526,2025-11-02 09:55,200,0.9203905,0.91,8.1375125,1.0,8.1375125,8.1375125
1762111981112,2025-11-02 19:33,200,0.859049,0.8429,5.0701635,1.0,5.0701635,0.010669
1762146656697,2025-11-03 05:10,200,0.9362739999999999,0.9233,10.5011805,1.0,10.5011805,10.5011805
1762181332282,2025-11-03 14:48,200,0.9740549999999999,0.9691,9.877426,1.0,9.877426,9.877426
1762216007868,2025-11-04 00:26,200,0.973742,0.9695,7.665093499999999,1.0,7.665093499999999,7.665093499999999
1762250683453,2025-11-04 10:04,200,0.954427,0.9464,11.358556499999999,1.0,11.358556499999999,11.358556499999999
1762285359038,2025-11-04 19:42,200,0.9657714999999999,0.9597,15.549074500000001,1.0,15.549074500000001,15.549074500000001
1762320034623,2025-11-05 05:20,200,0.9725159999999999,0.9675,8.978665000000001,1.0,8.978665000000001,8.978665000000001
1762354710209,2025-11-05 14:58,200,0.958108,0.9503,6.6920195,1.0,6.6920195,6.6920195
1762389385794,2025-11-06 00:36,200,0.9240945,0.9107,5.8183775,1.0,5.8183775,5.8183775
1762424061379,2025-11-06 10:14,200,0.9632550000000001,0.9586,5.4824995,1.0,5.4824995,5.4824995
1762458736965,2025-11-06 19:52,200,0.9249904999999999,0.9091,6.861351999999999,1.0,6.861351999999999,6.861351999999999
1762493412550,2025-11-07 05:30,200,0.9620355,0.9573,9.2293805,1.0,9.2293805,9.2293805
1762528088135,2025-11-07 15:08,200,0.9479169999999999,0.9406,8.430598,1.0,8.430598,8.430598
1762562763720,2025-11-08 00:46,200,0.8878174999999999,0.8704,6.076678500000001,1.0,6.076678500000001,1.4265255000000001
